CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,CITY,STATE,CUSTOMER_SEGMENT,RECENCY_DAYS,FREQUENCY,MONETARY_VALUE,FIRST_ORDER_DATE,LAST_ORDER_DATE,RECENCY_SCORE,FREQUENCY_SCORE,MONETARY_SCORE,RFM_SCORE,RFM_TOTAL_SCORE,CLUSTER_ID,SEGMENT_NAME
C002796,Steven,Christensen,jonesjeffrey@example.org,Kolkata,West Bengal,Regular,33,9,566073.35,2025-09-02 07:56:12.765727,2026-07-11 08:40:22.680226,3,2,2,322,7,1,At Risk
C008176,Nicholas,Goodman,alvaradoshannon@example.org,Lucknow,Uttar Pradesh,Premium,2,14,1064753.85,2025-08-15 11:18:20.855008,2026-08-11 20:24:20.606606,5,5,4,554,14,0,Loyal Customers
C000651,Jack,Phillips,leedarlene@example.com,Chennai,Tamil Nadu,Regular,26,14,1431078.6,2025-08-28 04:14:39.992799,2026-07-18 00:32:40.435604,3,5,5,355,13,3,Loyal Customers
C000233,Brooke,Lynch,andersonkaren@example.org,Hyderabad,Telangana,Regular,20,12,716432.95,2025-08-16 00:53:02.143821,2026-07-24 04:03:51.986319,3,4,3,343,10,3,Loyal Customers
C000892,Roger,Hogan,ihodge@example.com,Delhi,Delhi,Regular,30,7,410016.25,2025-08-19 12:06:17.139771,2026-07-14 14:38:15.886958,3,1,1,311,5,2,At Risk
C008853,Wanda,Kirby,nkramer@example.org,Bhubaneswar,Odisha,Premium,133,9,782818.35,2025-10-05 11:36:56.290162,2026-04-02 10:14:54.896948,1,2,3,123,6,1,At Risk
C007200,Cheryl,Riddle,richard49@example.com,Pune,Maharashtra,Budget,48,9,664278.05,2025-10-03 17:13:00.523805,2026-06-26 12:39:46.823868,2,2,2,222,6,1,At Risk
C004151,Stephanie,Garcia,vburgess@example.net,Mumbai,Maharashtra,Regular,48,12,797287.55,2025-08-17 10:15:35.505355,2026-06-26 06:00:19.224192,2,4,3,243,9,1,At Risk
C005782,Betty,Schaefer,natashaburke@example.net,Hyderabad,Telangana,Regular,13,16,1450729.75,2025-09-11 09:05:58.023580,2026-07-31 07:35:13.041130,4,5,5,455,14,3,Loyal Customers
C002468,Kimberly,Walker,steven45@example.net,Jaipur,Rajasthan,Regular,4,8,703947.35,2025-11-14 19:57:20.590405,2026-08-09 21:48:07.408874,5,2,3,523,10,0,Loyal Customers
C000901,Victoria,Mcdonald,hgonzalez@example.org,Hyderabad,Telangana,Budget,6,7,602003.0,2025-11-16 00:15:02.889028,2026-08-07 12:46:25.995859,5,1,2,512,8,0,Loyal Customers
C008519,Michael,Tran,gregorymiller@example.com,Hyderabad,Telangana,Premium,131,6,885298.5,2025-09-03 09:46:44.896048,2026-04-04 15:41:06.420664,1,1,4,114,6,1,At Risk
C006746,Terri,Lambert,nelsonlaura@example.org,Lucknow,Uttar Pradesh,Regular,92,14,987646.7,2025-09-12 12:25:51.327513,2026-05-13 09:02:34.117541,1,5,4,154,10,3,Loyal Customers
C004526,Mary,Richards,emartin@example.com,Lucknow,Uttar Pradesh,Premium,38,10,644702.75,2025-11-16 07:36:33.393933,2026-07-06 15:34:48.848888,2,3,2,232,7,1,At Risk
C003294,Pamela,Williams,despinoza@example.com,Delhi,Delhi,Budget,45,13,1227710.4,2025-09-09 22:08:48.125281,2026-06-29 07:40:39.636396,2,4,5,245,11,3,Loyal Customers
C004562,Robert,Lindsey,biancahess@example.net,Delhi,Delhi,Premium,10,16,1385560.6,2025-09-26 05:59:07.511475,2026-08-03 17:03:20.774007,4,5,5,455,14,3,Loyal Customers
C008052,Miguel,Patterson,joshuahanson@example.net,Delhi,Delhi,Regular,26,13,1020764.0,2025-09-17 06:23:58.790387,2026-07-18 14:59:55.355953,3,4,4,344,11,3,Loyal Customers
C004717,Timothy,Osborne,gentrymatthew@example.net,Mumbai,Maharashtra,Regular,24,7,633339.95,2025-09-23 02:02:07.657276,2026-07-20 21:39:41.963819,3,1,2,312,6,1,At Risk
C005551,Morgan,Hernandez,jamespearson@example.org,Mumbai,Maharashtra,Budget,95,7,630934.6,2025-11-20 02:27:04.984249,2026-05-10 10:31:26.778867,1,1,2,112,4,1,At Risk
C008045,Pamela,Hall,russell44@example.net,Mumbai,Maharashtra,Budget,24,12,466640.9,2025-08-17 15:36:12.657726,2026-07-20 22:58:32.411124,3,4,1,341,8,1,At Risk
C006055,Jeffrey,Fernandez,huertaangela@example.com,Hyderabad,Telangana,Regular,6,19,1538702.95,2025-09-02 22:02:26.233462,2026-08-07 16:58:43.427234,5,5,5,555,15,3,Loyal Customers
C003691,Tracy,Webster,davidlarson@example.com,Bhubaneswar,Odisha,Budget,5,11,1083029.7,2025-08-22 09:34:20.120601,2026-08-08 14:47:28.852488,5,3,5,535,13,0,Loyal Customers
C005802,Sierra,Mitchell,stephanie36@example.com,Chennai,Tamil Nadu,Regular,16,14,808205.5,2025-08-14 06:02:49.561695,2026-07-28 13:00:37.044370,4,5,3,453,12,3,Loyal Customers
C006488,Deborah,Jackson,josephcompton@example.com,Hyderabad,Telangana,Budget,4,17,1299966.1,2025-09-02 00:13:40.808208,2026-08-09 03:19:05.783457,5,5,5,555,15,3,Loyal Customers
C007474,Tiffany,Everett,xbrown@example.com,Jaipur,Rajasthan,Regular,26,13,1139669.9,2025-08-19 10:57:57.418774,2026-07-18 04:13:25.688056,3,4,5,345,12,3,Loyal Customers
C004008,Debra,Krueger,emilygarner@example.com,Kolkata,West Bengal,Regular,19,9,922984.25,2025-10-12 10:40:13.824138,2026-07-25 14:13:43.616236,4,2,4,424,10,1,At Risk
C008298,Jamie,Esparza,carpentersteven@example.com,Kolkata,West Bengal,Budget,12,9,959275.15,2025-09-12 21:48:15.184951,2026-08-01 21:57:22.102421,4,2,4,424,10,0,Loyal Customers
C004313,Kathy,Anderson,matthewreed@example.com,Lucknow,Uttar Pradesh,Regular,93,10,868894.85,2025-08-15 02:01:12.360723,2026-05-12 23:50:40.986409,1,3,4,134,8,1,At Risk
C004746,Amanda,Hull,kbrown@example.org,Chennai,Tamil Nadu,Budget,25,9,414943.85,2025-10-28 19:07:20.752407,2026-07-19 02:44:14.018540,3,2,1,321,6,1,At Risk
C007478,Jaime,Parker,dodsonshelby@example.org,Kolkata,West Bengal,Budget,86,7,800140.55,2025-10-26 12:53:50.960309,2026-05-19 09:45:34.047340,1,1,3,113,5,1,At Risk
C001618,Courtney,Hill,hughesrhonda@example.net,Hyderabad,Telangana,Premium,25,12,774418.8,2025-09-28 01:57:39.814598,2026-07-19 22:47:52.180721,3,4,3,343,10,3,Loyal Customers
C005359,Brittany,Taylor,pamela87@example.org,Kolkata,West Bengal,Regular,10,10,391361.85,2025-09-27 15:32:11.599315,2026-08-03 15:02:27.421474,4,3,1,431,8,0,Loyal Customers
C006761,Ryan,Thomas,harrisrobert@example.org,Lucknow,Uttar Pradesh,Budget,59,8,980572.5,2025-11-26 09:33:46.424264,2026-06-15 19:59:32.783727,2,2,4,224,8,1,At Risk
C009610,Leslie,Young,thomaskenneth@example.com,Bangalore,Karnataka,Regular,1,18,1768543.25,2025-09-07 01:33:18.775987,2026-08-12 05:09:56.921969,5,5,5,555,15,3,Loyal Customers
C008771,Deanna,Alvarez,davidshaw@example.net,Bhubaneswar,Odisha,Regular,9,11,848314.0,2025-08-23 01:51:57.667176,2026-08-04 01:06:54.184141,5,3,3,533,11,0,Loyal Customers
C003275,Lindsey,Riggs,byrdsamantha@example.org,Kolkata,West Bengal,Regular,30,10,493465.55,2025-10-30 22:27:23.560435,2026-07-14 22:57:35.386553,3,3,1,331,7,1,At Risk
C003973,Victoria,Matthews,yclark@example.com,Kolkata,West Bengal,Budget,63,5,585506.25,2025-08-18 03:52:03.499234,2026-06-11 04:44:21.578615,1,1,2,112,4,2,At Risk
C009182,Barbara,Reynolds,qwest@example.com,Mumbai,Maharashtra,Regular,54,13,802664.1,2025-08-16 22:05:00.027000,2026-06-20 10:16:54.994149,2,4,3,243,9,1,At Risk
C008332,Michael,Bishop,briannamontoya@example.com,Chennai,Tamil Nadu,Premium,8,10,626422.9,2025-10-27 14:12:50.911709,2026-08-05 13:59:42.071820,5,3,2,532,10,0,Loyal Customers
C008106,Jeffrey,Green,tkim@example.com,Kolkata,West Bengal,Regular,64,12,862935.45,2025-08-19 22:15:59.265592,2026-06-10 03:51:38.442984,1,4,4,144,9,1,At Risk
C004461,Christine,Hill,deniseevans@example.com,Bhubaneswar,Odisha,Regular,197,5,585157.45,2025-08-28 01:21:13.008730,2026-01-28 03:56:51.214112,1,1,2,112,4,2,At Risk
C001434,Courtney,Freeman,christina24@example.org,Mumbai,Maharashtra,Regular,12,11,652735.05,2025-12-02 09:39:58.811988,2026-08-01 07:09:05.729457,4,3,2,432,9,0,Loyal Customers
C001714,Lisa,Ruiz,jessicadouglas@example.org,Hyderabad,Telangana,Regular,40,9,486099.35,2025-10-27 03:00:04.428044,2026-07-04 02:20:50.004500,2,2,1,221,5,1,At Risk
C008540,Nicole,Perkins,ellisrichard@example.net,Mumbai,Maharashtra,Regular,5,10,622402.2,2025-09-10 02:15:50.193501,2026-08-08 13:02:21.589415,5,3,2,532,10,0,Loyal Customers
C002254,Johnathan,Johnson,amanda45@example.org,Bhubaneswar,Odisha,Regular,77,9,516843.95,2025-08-31 08:58:58.115381,2026-05-28 22:29:07.241472,1,2,2,122,5,1,At Risk
C008393,Tammy,Osborne,huntrhonda@example.net,Delhi,Delhi,Regular,11,12,1340445.7,2025-08-13 08:56:07.041670,2026-08-02 16:21:08.364683,4,4,5,445,13,3,Loyal Customers
C002154,Albert,Jackson,whitegina@example.org,Chennai,Tamil Nadu,Regular,115,13,1220876.95,2025-08-28 18:41:54.913149,2026-04-20 12:18:39.323193,1,4,5,145,10,3,Loyal Customers
C002816,Jorge,Torres,basssteven@example.com,Kolkata,West Bengal,Regular,105,9,855756.05,2025-09-19 13:56:19.029790,2026-04-30 13:18:03.358833,1,2,4,124,7,1,At Risk
C004093,Linda,Potts,jill73@example.org,Hyderabad,Telangana,Regular,17,10,770401.25,2025-09-14 22:20:06.372063,2026-07-27 21:51:19.218792,4,3,3,433,10,1,At Risk
C004381,Julia,Black,heather91@example.org,Pune,Maharashtra,Regular,6,15,828150.15,2025-08-14 16:54:34.592745,2026-08-07 06:38:30.575105,5,5,3,553,13,3,Loyal Customers
C005486,Danielle,Ramos,margarettaylor@example.org,Jaipur,Rajasthan,Budget,26,9,776363.55,2025-08-26 19:34:09.536495,2026-07-18 05:05:59.319593,3,2,3,323,8,1,At Risk
C009415,Laura,Morse,kari63@example.com,Pune,Maharashtra,Regular,28,11,1055729.45,2025-11-14 07:20:28.296282,2026-07-16 10:42:03.553235,3,3,4,334,10,3,Loyal Customers
C007149,Bruce,Lambert,simmonsmichael@example.org,Hyderabad,Telangana,Regular,13,12,883434.45,2025-08-31 07:29:36.941769,2026-07-31 12:13:47.288272,4,4,4,444,12,3,Loyal Customers
C005530,Donald,Harris,suttonwilliam@example.com,Bhubaneswar,Odisha,Regular,15,15,1250413.4,2025-09-03 11:26:36.795967,2026-07-29 01:16:27.885878,4,5,5,455,14,3,Loyal Customers
C009108,Luke,Cole,rachel09@example.net,Jaipur,Rajasthan,Regular,2,17,1272343.1,2025-08-29 12:34:08.996489,2026-08-11 11:59:45.743857,5,5,5,555,15,3,Loyal Customers
C003272,Connor,Gibson,emily00@example.org,Jaipur,Rajasthan,Regular,13,7,282301.2,2025-08-21 01:09:35.753757,2026-07-31 03:12:24.883448,4,1,1,411,6,2,At Risk
C000543,Daniel,Turner,fsmith@example.com,Bhubaneswar,Odisha,Budget,152,8,753337.6,2025-10-23 18:29:45.689856,2026-03-14 13:42:08.845288,1,2,3,123,6,1,At Risk
C001949,Molly,Owens,christina99@example.org,Chennai,Tamil Nadu,Regular,93,10,908557.45,2025-08-24 17:01:24.996849,2026-05-12 06:40:29.808298,1,3,4,134,8,1,At Risk
C008274,Regina,Rodriguez,matthewcooper@example.org,Pune,Maharashtra,Premium,48,12,1022751.25,2025-09-06 15:23:36.650166,2026-06-26 20:11:48.055080,2,4,4,244,10,3,Loyal Customers
C000624,David,Edwards,brettrice@example.com,Bhubaneswar,Odisha,Regular,10,13,1476813.7,2025-09-16 11:02:23.533435,2026-08-03 04:58:00.658806,4,4,5,445,13,3,Loyal Customers
C001221,Carrie,Mckenzie,marissa72@example.net,Jaipur,Rajasthan,Regular,7,13,846789.85,2025-09-09 18:01:46.057060,2026-08-06 19:25:44.091440,5,4,3,543,12,0,Loyal Customers
C009567,William,Ortiz,robinsonwhitney@example.com,Kolkata,West Bengal,Regular,85,5,397037.05,2025-09-29 10:48:40.997209,2026-05-20 02:13:42.320223,1,1,1,111,3,2,At Risk
C005761,Christopher,Hernandez,williamsrichard@example.org,Mumbai,Maharashtra,Budget,55,15,2000600.7,2025-08-17 12:05:58.131581,2026-06-19 17:27:45.268652,2,5,5,255,12,3,Loyal Customers
C004037,Leslie,Ryan,dferguson@example.org,Lucknow,Uttar Pradesh,Regular,17,8,497247.4,2025-08-18 04:28:51.041310,2026-07-27 22:07:05.308253,4,2,1,421,7,1,At Risk
C005104,Sarah,Martin,gonzalesalex@example.com,Bangalore,Karnataka,Budget,29,12,711981.25,2025-08-27 01:31:34.230942,2026-07-15 06:55:53.433534,3,4,3,343,10,1,At Risk
C001516,Kathryn,Wang,kaitlyn07@example.net,Jaipur,Rajasthan,Regular,33,11,865778.1,2025-09-02 09:51:50.755107,2026-07-11 15:40:51.732517,3,3,4,334,10,1,At Risk
C009850,Anne,Pierce,bgordon@example.net,Mumbai,Maharashtra,Regular,13,8,717769.6,2025-10-25 20:09:56.597965,2026-07-31 00:50:30.078300,4,2,3,423,9,0,Loyal Customers
C000806,Edgar,Walsh,daniellesweeney@example.com,Kolkata,West Bengal,Budget,6,13,742523.1,2025-09-27 09:45:17.631176,2026-08-07 11:11:49.459094,5,4,3,543,12,0,Loyal Customers
C001753,Alicia,Mcintyre,jeffrey80@example.org,Kolkata,West Bengal,Premium,16,12,980403.45,2025-09-07 10:39:56.543965,2026-07-28 06:31:40.171001,4,4,4,444,12,3,Loyal Customers
C005751,Chad,Smith,colleenclark@example.org,Hyderabad,Telangana,Regular,80,5,323541.85,2025-08-15 23:34:11.696516,2026-05-25 12:29:27.329673,1,1,1,111,3,2,At Risk
C001678,James,Ross,santiagochristopher@example.com,Jaipur,Rajasthan,Regular,16,9,1210626.2,2025-09-01 23:21:07.176671,2026-07-28 10:17:40.786607,4,2,5,425,11,3,Loyal Customers
C004667,Warren,Montgomery,heidigonzales@example.com,Bangalore,Karnataka,Budget,14,12,837604.9,2025-08-22 04:08:27.605076,2026-07-30 13:37:43.594635,4,4,3,443,11,3,Loyal Customers
C006202,Robin,Coleman,alejandro47@example.com,Mumbai,Maharashtra,Budget,38,10,859177.2,2025-09-21 04:39:29.543695,2026-07-06 02:47:25.828458,2,3,4,234,9,1,At Risk
C002618,Kenneth,Tanner,simmonsjacob@example.org,Bangalore,Karnataka,Regular,20,12,1243952.1,2025-08-28 13:31:48.487084,2026-07-24 17:49:04.001440,3,4,5,345,12,3,Loyal Customers
C001457,Amy,Hoffman,wolfjessica@example.net,Jaipur,Rajasthan,Budget,39,10,778362.85,2025-12-08 13:16:25.725857,2026-07-05 12:14:55.544955,2,3,3,233,8,1,At Risk
C004903,Rebecca,Armstrong,perrylisa@example.net,Kolkata,West Bengal,Regular,10,9,525856.85,2025-11-08 14:20:00.324003,2026-08-03 23:27:02.284222,4,2,2,422,8,0,Loyal Customers
C002076,Anna,Harper,jpadilla@example.net,Pune,Maharashtra,Budget,53,10,752524.75,2025-10-25 18:40:35.424354,2026-06-21 21:03:34.166141,2,3,3,233,8,1,At Risk
C000122,Amber,Franklin,ohopkins@example.net,Mumbai,Maharashtra,Budget,85,10,1116769.3,2025-11-15 19:20:42.552425,2026-05-20 20:58:30.035100,1,3,5,135,9,1,At Risk
C002041,Carrie,Ochoa,ngill@example.net,Chennai,Tamil Nadu,Budget,113,7,417651.6,2025-09-07 10:29:25.817658,2026-04-22 04:31:11.010710,1,1,1,111,3,2,At Risk
C005765,Sierra,Graves,kellysteele@example.com,Delhi,Delhi,Budget,32,11,1182313.95,2025-10-20 11:44:34.214742,2026-07-12 06:29:08.105481,3,3,5,335,11,3,Loyal Customers
C009590,Christine,Cuevas,hughesbrent@example.org,Delhi,Delhi,Regular,109,15,1361968.4,2025-08-31 02:19:30.515705,2026-04-26 10:34:29.084690,1,5,5,155,11,3,Loyal Customers
C003501,Tara,Lopez,bowersjessica@example.org,Delhi,Delhi,Regular,15,11,956124.25,2025-08-23 12:54:13.424534,2026-07-29 23:47:16.216362,4,3,4,434,11,3,Loyal Customers
C006563,Logan,Edwards,carlsonmegan@example.net,Mumbai,Maharashtra,Regular,49,10,1110178.45,2025-11-20 08:08:43.589235,2026-06-25 05:49:38.993789,2,3,5,235,10,1,At Risk
C006358,Carolyn,Vincent,dominiquepowers@example.com,Bhubaneswar,Odisha,Regular,69,10,736809.8,2025-10-17 18:18:17.938979,2026-06-05 02:26:45.112051,1,3,3,133,7,1,At Risk
C001611,Darlene,Miller,qhoffman@example.com,Mumbai,Maharashtra,Regular,10,14,717216.7,2025-09-13 02:53:06.247862,2026-08-03 15:49:45.689856,4,5,3,453,12,3,Loyal Customers
C009185,Allen,Wells,pateltheresa@example.com,Delhi,Delhi,Regular,6,13,794689.45,2025-08-16 10:41:42.817028,2026-08-07 10:50:48.006480,5,4,3,543,12,0,Loyal Customers
C006717,Ian,Johnson,ohayes@example.com,Bhubaneswar,Odisha,Budget,22,12,1059841.25,2025-08-23 02:49:46.661866,2026-07-22 23:56:40.414004,3,4,4,344,11,3,Loyal Customers
C000119,Chelsea,Weaver,jeannereeves@example.com,Mumbai,Maharashtra,Regular,46,11,679765.2,2025-09-06 04:47:37.708577,2026-06-28 10:33:57.116371,2,3,2,232,7,1,At Risk
C004326,Elizabeth,Melton,bairdaaron@example.com,Pune,Maharashtra,Regular,55,8,673729.5,2025-10-11 23:27:27.340473,2026-06-19 04:03:34.706147,2,2,2,222,6,1,At Risk
C005757,Sophia,Ponce,kaufmangina@example.net,Hyderabad,Telangana,Budget,4,10,868241.6,2025-09-13 22:51:29.046890,2026-08-09 11:54:11.372513,5,3,4,534,12,0,Loyal Customers
C007657,Douglas,Webster,samantha00@example.org,Bangalore,Karnataka,Premium,67,6,427582.8,2025-10-23 04:44:33.674736,2026-06-07 01:45:01.215012,1,1,1,111,3,2,At Risk
C003148,Corey,Winters,james91@example.com,Chennai,Tamil Nadu,Budget,31,12,1113962.15,2025-08-14 12:52:47.887678,2026-07-13 04:02:07.441274,3,4,5,345,12,3,Loyal Customers
C008629,David,Hall,cbauer@example.net,Delhi,Delhi,Regular,14,8,515644.5,2025-11-06 11:26:14.331743,2026-07-30 03:33:16.831968,4,2,2,422,8,0,Loyal Customers
C005129,Lucas,Waller,hernandeztravis@example.net,Hyderabad,Telangana,Budget,70,7,724778.05,2025-12-17 06:54:09.752497,2026-06-04 00:41:28.344883,1,1,3,113,5,1,At Risk
C002020,Karen,Knapp,ycordova@example.net,Bangalore,Karnataka,Regular,60,12,767669.25,2025-09-23 08:41:35.256952,2026-06-14 05:32:08.359283,1,4,3,143,8,1,At Risk
C005320,Susan,Hanson,curtisvictoria@example.org,Delhi,Delhi,Regular,11,15,1787417.35,2025-08-17 15:09:55.841958,2026-08-02 04:42:05.065250,4,5,5,455,14,3,Loyal Customers
C008289,Tammy,Watson,qsherman@example.org,Hyderabad,Telangana,Regular,41,4,318554.15,2025-12-19 05:35:38.313383,2026-07-03 05:35:08.937089,2,1,1,211,4,2,At Risk
C008107,Jonathan,Rodriguez,stephanierivera@example.net,Bangalore,Karnataka,Regular,3,15,992379.95,2025-08-31 17:34:03.704437,2026-08-10 02:16:10.929709,5,5,4,554,14,0,Loyal Customers
C006273,Ryan,Gardner,stevensonashley@example.com,Bangalore,Karnataka,Regular,29,11,453794.2,2025-08-20 22:47:40.948609,2026-07-15 14:06:53.212132,3,3,1,331,7,1,At Risk
C008047,Carolyn,King,lramos@example.net,Lucknow,Uttar Pradesh,Regular,62,13,920750.5,2025-09-28 05:01:37.524975,2026-06-12 16:44:35.834758,1,4,4,144,9,3,Loyal Customers
C004737,Andrew,Johnson,cadkins@example.net,Delhi,Delhi,Regular,122,10,641706.65,2025-08-13 19:53:07.435874,2026-04-13 21:39:56.651966,1,3,2,132,6,1,At Risk
C008143,Amanda,Williams,anne90@example.net,Delhi,Delhi,Premium,56,16,1459374.15,2025-09-25 02:12:57.391773,2026-06-18 21:13:36.380163,2,5,5,255,12,3,Loyal Customers
C002178,Karen,Liu,lucasolivia@example.com,Pune,Maharashtra,Regular,9,17,1320419.0,2025-10-15 04:38:02.278822,2026-08-04 22:24:07.430474,5,5,5,555,15,3,Loyal Customers
C002761,Alyssa,Roth,stevensjeffrey@example.com,Kolkata,West Bengal,Budget,13,9,987624.7,2025-11-01 18:41:41.953019,2026-07-31 15:12:29.635496,4,2,4,424,10,0,Loyal Customers
C009003,Kelly,Bryant,bakererica@example.net,Bangalore,Karnataka,Premium,47,9,508114.6,2025-10-11 14:52:21.751417,2026-06-27 18:42:36.385563,2,2,1,221,5,1,At Risk
C006691,Alicia,Phillips,jodilove@example.net,Chennai,Tamil Nadu,Regular,43,12,899378.7,2025-09-27 10:27:20.536405,2026-07-01 23:58:36.191161,2,4,4,244,10,1,At Risk
C006758,Jason,Case,toddjoseph@example.com,Kolkata,West Bengal,Regular,51,6,295912.75,2025-12-24 12:52:40.975609,2026-06-23 16:14:48.200882,2,1,1,211,4,2,At Risk
C009705,Blake,Owens,vickie83@example.com,Bangalore,Karnataka,Premium,105,11,1002107.45,2025-11-07 01:11:26.346863,2026-04-30 12:25:29.727297,1,3,4,134,8,1,At Risk
C001692,Kari,Stewart,justin75@example.org,Bhubaneswar,Odisha,Premium,16,15,890255.75,2025-10-10 02:25:50.679506,2026-07-28 22:59:48.443884,4,5,4,454,13,3,Loyal Customers
C009667,James,Douglas,karenwagner@example.com,Bhubaneswar,Odisha,Regular,41,5,530522.35,2025-09-25 02:44:29.570695,2026-07-03 05:24:38.210782,2,1,2,212,5,2,At Risk
C008947,Christine,Brown,louis47@example.net,Lucknow,Uttar Pradesh,Regular,9,8,638220.05,2025-08-19 01:30:18.198181,2026-08-04 05:34:57.704977,5,2,2,522,9,0,Loyal Customers
C002239,Christopher,Lopez,margaret61@example.net,Delhi,Delhi,Regular,15,7,397881.8,2025-10-21 11:18:26.903069,2026-07-29 21:46:22.863828,4,1,1,411,6,2,At Risk
C004307,Dakota,Anderson,tina05@example.org,Bhubaneswar,Odisha,Regular,231,5,501985.6,2025-08-31 15:17:24.262442,2025-12-25 22:46:46.516065,1,1,1,111,3,2,At Risk
C002318,Danielle,Arroyo,carterdalton@example.com,Lucknow,Uttar Pradesh,Budget,53,11,895974.35,2025-09-12 16:43:24.122041,2026-06-21 13:52:34.387543,2,3,4,234,9,1,At Risk
C005032,Christina,Davis,morganwells@example.org,Bhubaneswar,Odisha,Budget,3,10,537527.7,2025-08-16 18:08:28.685086,2026-08-10 18:18:02.386823,5,3,2,532,10,0,Loyal Customers
C005690,George,Garcia,amitchell@example.com,Jaipur,Rajasthan,Regular,6,12,695504.7,2025-10-16 23:22:59.497794,2026-08-07 01:12:38.059580,5,4,3,543,12,0,Loyal Customers
C002030,Dennis,Williams,hoganamy@example.com,Hyderabad,Telangana,Regular,92,7,449525.85,2025-09-25 08:15:37.449374,2026-05-13 17:16:38.253982,1,1,1,111,3,2,At Risk
C006759,Deborah,Graham,kcamacho@example.net,Delhi,Delhi,Budget,31,11,572814.6,2025-09-22 14:02:02.905229,2026-07-13 04:44:10.346503,3,3,2,332,8,1,At Risk
C007875,Gregory,Mcgee,teresa75@example.net,Bangalore,Karnataka,Budget,4,15,1000763.35,2025-09-20 06:45:28.755287,2026-08-09 23:59:31.487714,5,5,4,554,14,3,Loyal Customers
C006571,Julie,Johnson,mcarter@example.com,Mumbai,Maharashtra,Regular,72,12,835132.1,2025-08-19 11:24:14.234542,2026-06-02 23:38:14.482944,1,4,3,143,8,1,At Risk
C005318,Thomas,Cruz,katie84@example.org,Hyderabad,Telangana,Premium,42,7,515482.85,2025-09-07 22:55:47.385473,2026-07-02 17:35:04.185041,2,1,2,212,5,1,At Risk
C009510,Tiffany,Thompson,henry09@example.com,Pune,Maharashtra,Regular,10,10,679086.1,2025-11-05 18:37:04.606246,2026-08-03 15:55:01.053010,4,3,2,432,9,0,Loyal Customers
C003106,Ray,Neal,uharris@example.net,Bangalore,Karnataka,Budget,17,10,1010878.05,2025-12-30 03:57:30.958509,2026-07-27 20:37:44.134641,4,3,4,434,11,3,Loyal Customers
C003473,Janet,Mcdaniel,denisecole@example.net,Bangalore,Karnataka,Regular,25,13,950148.95,2025-08-15 16:44:13.370533,2026-07-19 00:48:36.029160,3,4,4,344,11,3,Loyal Customers
C007991,Jane,Riley,tthomas@example.com,Pune,Maharashtra,Regular,1,12,746690.55,2025-09-11 14:37:05.902259,2026-08-12 02:27:00.664206,5,4,3,543,12,0,Loyal Customers
C002629,Sarah,Dawson,rodrigueznancy@example.org,Bhubaneswar,Odisha,Regular,131,10,534681.7,2025-09-22 13:30:30.726307,2026-04-04 15:30:35.694356,1,3,2,132,6,1,At Risk
C002633,Michael,Lloyd,cathy91@example.org,Pune,Maharashtra,Premium,37,13,667816.6,2025-08-17 22:31:26.346863,2026-07-07 23:59:33.215732,2,4,2,242,8,1,At Risk
C004340,Anne,Avery,walterssuzanne@example.org,Kolkata,West Bengal,Regular,23,9,701329.7,2025-12-05 16:25:10.287102,2026-07-21 08:10:25.542255,3,2,3,323,8,1,At Risk
C005392,Janice,Cooper,julie32@example.net,Hyderabad,Telangana,Regular,3,11,593672.85,2025-10-30 07:12:50.371703,2026-08-10 19:26:22.107821,5,3,2,532,10,0,Loyal Customers
C008588,Kirk,Hernandez,ydavis@example.com,Mumbai,Maharashtra,Budget,8,12,1329760.3,2025-09-10 07:15:25.893258,2026-08-05 17:56:13.413734,5,4,5,545,14,3,Loyal Customers
C006252,Mark,Green,gomezjames@example.com,Kolkata,West Bengal,Regular,9,11,964809.8,2025-08-21 09:34:10.616506,2026-08-04 00:51:08.094680,5,3,4,534,12,0,Loyal Customers
C009930,James,Gordon,ericksonnicholas@example.org,Bhubaneswar,Odisha,Budget,76,9,584958.15,2025-12-06 02:03:20.234002,2026-05-29 06:16:54.562145,1,2,2,122,5,1,At Risk
C002163,Brad,Higgins,ginafischer@example.org,Mumbai,Maharashtra,Regular,12,17,1301416.55,2025-08-18 05:00:23.220232,2026-08-01 01:37:57.850778,4,5,5,455,14,3,Loyal Customers
C007865,Christopher,Rogers,sheadawn@example.net,Bhubaneswar,Odisha,Regular,75,8,559023.85,2025-09-19 09:28:15.508955,2026-05-30 04:21:26.076860,1,2,2,122,5,1,At Risk
C005157,Steven,Bray,moorestanley@example.com,Lucknow,Uttar Pradesh,Regular,6,17,1203498.95,2025-09-21 10:10:37.422374,2026-08-07 09:16:11.469714,5,5,5,555,15,3,Loyal Customers
C006747,Michael,Taylor,odelgado@example.org,Delhi,Delhi,Regular,46,13,772169.9,2025-09-23 21:34:13.640536,2026-06-28 03:17:41.974619,2,4,3,243,9,1,At Risk
C007125,Douglas,Long,roserhonda@example.net,Delhi,Delhi,Regular,13,12,950184.8,2025-08-17 16:07:44.836648,2026-07-31 22:28:44.777247,4,4,4,444,12,3,Loyal Customers
C006662,Destiny,Graham,doughertyscott@example.org,Mumbai,Maharashtra,Regular,41,14,876346.55,2025-09-27 01:15:27.405274,2026-07-03 09:21:09.552695,2,5,4,254,11,3,Loyal Customers
